pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00266/left||synthetic://step22/v1/positive/p00266/right,synthetic://step22/v1/positive/p00266/left,synthetic://step22/v1/positive/p00266/right,positive,train,zh_target_strict_cc_c1b29797a191ad53,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00267/left||synthetic://step22/v1/positive/p00267/right,synthetic://step22/v1/positive/p00267/left,synthetic://step22/v1/positive/p00267/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00268/left||synthetic://step22/v1/positive/p00268/right,synthetic://step22/v1/positive/p00268/left,synthetic://step22/v1/positive/p00268/right,positive,train,step22_unlabeled_seller_df526b91eefba249dd61,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00269/left||synthetic://step22/v1/positive/p00269/right,synthetic://step22/v1/positive/p00269/left,synthetic://step22/v1/positive/p00269/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00270/left||synthetic://step22/v1/positive/p00270/right,synthetic://step22/v1/positive/p00270/left,synthetic://step22/v1/positive/p00270/right,positive,train,zh_target_strict_cc_30308228dc245437,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00271/left||synthetic://step22/v1/positive/p00271/right,synthetic://step22/v1/positive/p00271/left,synthetic://step22/v1/positive/p00271/right,positive,train,step22_unlabeled_seller_d5db9720ac029a53b323,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00272/left||synthetic://step22/v1/positive/p00272/right,synthetic://step22/v1/positive/p00272/left,synthetic://step22/v1/positive/p00272/right,positive,train,step22_unlabeled_seller_7c0f2cecf96356d1d47e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00273/left||synthetic://step22/v1/positive/p00273/right,synthetic://step22/v1/positive/p00273/left,synthetic://step22/v1/positive/p00273/right,positive,train,step22_unlabeled_seller_621c87b176aa0ea9b684,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00274/left||synthetic://step22/v1/positive/p00274/right,synthetic://step22/v1/positive/p00274/left,synthetic://step22/v1/positive/p00274/right,positive,train,step22_unlabeled_seller_864fbd5f70a84df36c43,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00275/left||synthetic://step22/v1/positive/p00275/right,synthetic://step22/v1/positive/p00275/left,synthetic://step22/v1/positive/p00275/right,positive,train,step22_unlabeled_seller_57ed19c93dc1f362b0ef,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00276/left||synthetic://step22/v1/positive/p00276/right,synthetic://step22/v1/positive/p00276/left,synthetic://step22/v1/positive/p00276/right,positive,train,zh_target_strict_cc_d21d5c577bf0cfc7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00277/left||synthetic://step22/v1/positive/p00277/right,synthetic://step22/v1/positive/p00277/left,synthetic://step22/v1/positive/p00277/right,positive,train,step22_unlabeled_seller_832038aaea6a42085c3a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00278/left||synthetic://step22/v1/positive/p00278/right,synthetic://step22/v1/positive/p00278/left,synthetic://step22/v1/positive/p00278/right,positive,train,step22_unlabeled_seller_d784e580f3e575628653,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00279/left||synthetic://step22/v1/positive/p00279/right,synthetic://step22/v1/positive/p00279/left,synthetic://step22/v1/positive/p00279/right,positive,train,step22_unlabeled_seller_eadeac988e04c44f973a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00280/left||synthetic://step22/v1/positive/p00280/right,synthetic://step22/v1/positive/p00280/left,synthetic://step22/v1/positive/p00280/right,positive,train,step22_unlabeled_seller_5eb7494c2519b519ee83,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00281/left||synthetic://step22/v1/positive/p00281/right,synthetic://step22/v1/positive/p00281/left,synthetic://step22/v1/positive/p00281/right,positive,train,step22_unlabeled_seller_6746b2bec1dec632fd6c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00282/left||synthetic://step22/v1/positive/p00282/right,synthetic://step22/v1/positive/p00282/left,synthetic://step22/v1/positive/p00282/right,positive,train,step22_unlabeled_seller_6d86f23dee6b5a5cfba9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00283/left||synthetic://step22/v1/positive/p00283/right,synthetic://step22/v1/positive/p00283/left,synthetic://step22/v1/positive/p00283/right,positive,train,step22_unlabeled_seller_6f3d77d80c2fa659862d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00284/left||synthetic://step22/v1/positive/p00284/right,synthetic://step22/v1/positive/p00284/left,synthetic://step22/v1/positive/p00284/right,positive,train,step22_unlabeled_seller_a2459066646de6b16f4b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00285/left||synthetic://step22/v1/positive/p00285/right,synthetic://step22/v1/positive/p00285/left,synthetic://step22/v1/positive/p00285/right,positive,train,step22_unlabeled_seller_14f880fbe3e9b991c544,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00286/left||synthetic://step22/v1/positive/p00286/right,synthetic://step22/v1/positive/p00286/left,synthetic://step22/v1/positive/p00286/right,positive,train,step22_unlabeled_seller_30f0ad9f5ab5f264b33d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00287/left||synthetic://step22/v1/positive/p00287/right,synthetic://step22/v1/positive/p00287/left,synthetic://step22/v1/positive/p00287/right,positive,train,zh_target_strict_cc_dd6e633ee72cde4d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00288/left||synthetic://step22/v1/positive/p00288/right,synthetic://step22/v1/positive/p00288/left,synthetic://step22/v1/positive/p00288/right,positive,train,step22_unlabeled_seller_f6ce6f9461b433962ff5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00289/left||synthetic://step22/v1/positive/p00289/right,synthetic://step22/v1/positive/p00289/left,synthetic://step22/v1/positive/p00289/right,positive,train,step22_unlabeled_seller_8111951bc731250f6f98,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00290/left||synthetic://step22/v1/positive/p00290/right,synthetic://step22/v1/positive/p00290/left,synthetic://step22/v1/positive/p00290/right,positive,train,zh_target_strict_cc_d5a4b7e03a6c8450,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00291/left||synthetic://step22/v1/positive/p00291/right,synthetic://step22/v1/positive/p00291/left,synthetic://step22/v1/positive/p00291/right,positive,train,step22_unlabeled_seller_c748ec0ed3969c7fd0e8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00292/left||synthetic://step22/v1/positive/p00292/right,synthetic://step22/v1/positive/p00292/left,synthetic://step22/v1/positive/p00292/right,positive,train,step22_unlabeled_seller_29a1572ff6fd7f01cf43,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00293/left||synthetic://step22/v1/positive/p00293/right,synthetic://step22/v1/positive/p00293/left,synthetic://step22/v1/positive/p00293/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00294/left||synthetic://step22/v1/positive/p00294/right,synthetic://step22/v1/positive/p00294/left,synthetic://step22/v1/positive/p00294/right,positive,train,step22_unlabeled_seller_738fb07cecbcebde6644,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00295/left||synthetic://step22/v1/positive/p00295/right,synthetic://step22/v1/positive/p00295/left,synthetic://step22/v1/positive/p00295/right,positive,train,step22_unlabeled_seller_3062c6752cdf0a5b79d2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00296/left||synthetic://step22/v1/positive/p00296/right,synthetic://step22/v1/positive/p00296/left,synthetic://step22/v1/positive/p00296/right,positive,train,step22_unlabeled_seller_9f7dd70d08341ed93ba2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00297/left||synthetic://step22/v1/positive/p00297/right,synthetic://step22/v1/positive/p00297/left,synthetic://step22/v1/positive/p00297/right,positive,train,step22_unlabeled_seller_8720b62ebbcce3926167,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00298/left||synthetic://step22/v1/positive/p00298/right,synthetic://step22/v1/positive/p00298/left,synthetic://step22/v1/positive/p00298/right,positive,train,step22_unlabeled_seller_c6cf4c0e8bb597a02c3f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00299/left||synthetic://step22/v1/positive/p00299/right,synthetic://step22/v1/positive/p00299/left,synthetic://step22/v1/positive/p00299/right,positive,train,step22_unlabeled_seller_2c260c7b0d638a6b900f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00300/left||synthetic://step22/v1/positive/p00300/right,synthetic://step22/v1/positive/p00300/left,synthetic://step22/v1/positive/p00300/right,positive,train,step22_unlabeled_seller_1eb5c6acd7d45a747e18,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00301/left||synthetic://step22/v1/positive/p00301/right,synthetic://step22/v1/positive/p00301/left,synthetic://step22/v1/positive/p00301/right,positive,train,step22_unlabeled_seller_8f86a7a549758fac1e7c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00302/left||synthetic://step22/v1/positive/p00302/right,synthetic://step22/v1/positive/p00302/left,synthetic://step22/v1/positive/p00302/right,positive,train,step22_unlabeled_seller_fafe6f6faba76ee5db3a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00303/left||synthetic://step22/v1/positive/p00303/right,synthetic://step22/v1/positive/p00303/left,synthetic://step22/v1/positive/p00303/right,positive,train,zh_target_strict_cc_e21fd6d89ecb3687,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00304/left||synthetic://step22/v1/positive/p00304/right,synthetic://step22/v1/positive/p00304/left,synthetic://step22/v1/positive/p00304/right,positive,train,step22_unlabeled_seller_dadfda08bad881f3dfe3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00305/left||synthetic://step22/v1/positive/p00305/right,synthetic://step22/v1/positive/p00305/left,synthetic://step22/v1/positive/p00305/right,positive,train,step22_unlabeled_seller_4162a8741265d2fc712c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00306/left||synthetic://step22/v1/positive/p00306/right,synthetic://step22/v1/positive/p00306/left,synthetic://step22/v1/positive/p00306/right,positive,train,zh_target_strict_cc_6127caefc2200ba7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00307/left||synthetic://step22/v1/positive/p00307/right,synthetic://step22/v1/positive/p00307/left,synthetic://step22/v1/positive/p00307/right,positive,train,step22_unlabeled_seller_98b5ace67b23a26c9015,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00308/left||synthetic://step22/v1/positive/p00308/right,synthetic://step22/v1/positive/p00308/left,synthetic://step22/v1/positive/p00308/right,positive,train,zh_target_strict_cc_9ad2ae4ca9a83c6a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00309/left||synthetic://step22/v1/positive/p00309/right,synthetic://step22/v1/positive/p00309/left,synthetic://step22/v1/positive/p00309/right,positive,train,zh_target_strict_cc_02aa2283e7c4b2b7,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00310/left||synthetic://step22/v1/positive/p00310/right,synthetic://step22/v1/positive/p00310/left,synthetic://step22/v1/positive/p00310/right,positive,train,step22_unlabeled_seller_53acd10a15e2655984bc,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00311/left||synthetic://step22/v1/positive/p00311/right,synthetic://step22/v1/positive/p00311/left,synthetic://step22/v1/positive/p00311/right,positive,train,step22_unlabeled_seller_211e014b69651dcd4f26,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00312/left||synthetic://step22/v1/positive/p00312/right,synthetic://step22/v1/positive/p00312/left,synthetic://step22/v1/positive/p00312/right,positive,train,step22_unlabeled_seller_844379198dff497a894a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00313/left||synthetic://step22/v1/positive/p00313/right,synthetic://step22/v1/positive/p00313/left,synthetic://step22/v1/positive/p00313/right,positive,train,zh_target_strict_cc_0209f4b7c62ccade,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00314/left||synthetic://step22/v1/positive/p00314/right,synthetic://step22/v1/positive/p00314/left,synthetic://step22/v1/positive/p00314/right,positive,train,step22_unlabeled_seller_ecdd972fa591565a6224,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00315/left||synthetic://step22/v1/positive/p00315/right,synthetic://step22/v1/positive/p00315/left,synthetic://step22/v1/positive/p00315/right,positive,train,step22_unlabeled_seller_5191ce10772555337d9c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00316/left||synthetic://step22/v1/positive/p00316/right,synthetic://step22/v1/positive/p00316/left,synthetic://step22/v1/positive/p00316/right,positive,train,step22_unlabeled_seller_2a6ad6924d7e214afc96,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00317/left||synthetic://step22/v1/positive/p00317/right,synthetic://step22/v1/positive/p00317/left,synthetic://step22/v1/positive/p00317/right,positive,train,zh_target_strict_cc_0fcff25a0c3bd050,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00318/left||synthetic://step22/v1/positive/p00318/right,synthetic://step22/v1/positive/p00318/left,synthetic://step22/v1/positive/p00318/right,positive,train,step22_unlabeled_seller_c1dc3a1ba2096a379a90,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00319/left||synthetic://step22/v1/positive/p00319/right,synthetic://step22/v1/positive/p00319/left,synthetic://step22/v1/positive/p00319/right,positive,train,step22_unlabeled_seller_f917514b6da30206206a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00320/left||synthetic://step22/v1/positive/p00320/right,synthetic://step22/v1/positive/p00320/left,synthetic://step22/v1/positive/p00320/right,positive,train,step22_unlabeled_seller_c03c09e4561f0efce878,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00321/left||synthetic://step22/v1/positive/p00321/right,synthetic://step22/v1/positive/p00321/left,synthetic://step22/v1/positive/p00321/right,positive,train,step22_unlabeled_seller_56aa8277a52d4b337b92,same_seller_split_positive,1,0,1,0,1.000000000000
